no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
2743,F W Inter Trading Company Limited,,Imports Food,E4-P21-8,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","Freeze-Dried Fruit Ice Cream Snacks are innovative, healthy, plant-based treats with unique flavors. | Using freeze-drying technology, moisture is removed from the snacks to preserve their quality and | create a fresh taste experience. Our desserts come in a variety of flavors including coconut, | mango passion fruit, pineapple, Thai tea, and durian.",Freeze-Dried Fruit Ice Cream Snacks,5,8785 | 8766 | 8793 | 8796 | 8779,Coconut Water Noodles | Freeze Dried Fruit Ice Cream Snack | Fruii Coconut Cider Drink | KONJACO | Shaky Coco,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765006157.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2743,20250309232135
2745,"VALUE SOURCING CO., LTD.",,Imports Food,E4-P21-10,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","""Rich in protien, fiber, and essencial nutrients. | Dairy and soy-based options to cater to various dietary preferences. | Vegan-friendly snd gulten-free (for soy-based variant). | The amaranth juice extract offers a concentrated source of nutrition and versatility. | All products emphasize health and wellness, appealing to modern, health-conscious consumers.""","Freeze-Dried Fruit Ice Cream Snacks are innovative, healthy, plant-based treats with unique flavors.",2,8903 | 8902,Dairy Amaranth milk | Rice Amaranth milk (Plant-Based),https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765115407.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2745,20250311185911
2746,Thongpoon Food Limited Partnership,,Imports Food,E4-P21-11,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND",We have produced over 400 tons of dried fruit. We provide OEM and service.,"Using freeze-drying technology, moisture is removed from the snacks to preserve their quality and",1,8995,Dried longan,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765155115.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2746,20250309022733
2747,Unifirms Company Limited,,Imports Food,E4-P21-12,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","""Reasonable Price and Rich flavour | Real Thai authentic ingredient | Attractive Design | Various range of products""",create a fresh taste experience. Our desserts come in a variety of flavors including coconut.,5,9091 | 9095 | 9097 | 9092 | 9098,Biscuit Coated with Chocolate Cream (Ticky Brand) | Biscuit Sticks With Tom Yum Flavour (Kanok Brand) | Bright Strawberry Cookies (Eiyo Brand) | Cereal Chocolate Flavored With Chocolate Cream Filling (DAKO BRAND) | Kanok Sugar Cone Filled With Double Chocolate (Kanok Brand),https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765196354.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2747,20250309004625
2748,"Toepto Kaona Co.,Ltd.",,Imports Food,E4-P21-13,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","""Crispy Banana Chips Pad thai Kungsod Flavour, Crispy Banana Chips Squid Flavour, | Chewy Banana with Squid Meats, Baked Banana Chips with Squid Meats | Crispy Banana with Tamarind Jam, Crispy Taro with Tamarind Jam | Spicy Green Plum, Dried Mango""","""1. Dried Mango | 2. Dried Plum Pieces | 3. Spicy Green Plum | 4. Crispy Banana Chips Pad thai Kungsod Flavour | 5. Chewy Banana with Squid Meats | 6. Black Plum""",5,9006 | 9009 | 9008 | 9010 | 9011,Crispy Banana Chips Original Flavour | Crispy Banana Chips Pad thai Kungsod Flavour | Crispy Banana Chips Squid Flavour | Crispy Banana with Tamarind Jam | Crispy Taro with Tamarind Jam,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765234450.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2748,20250309020238
2749,"Food and more intertrade Co.,Ltd.",,Imports Food,E4-P21-14,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","""Trail Nuts, Nutty Seed Berry, Baked Seed Topper, | Dried Papaya, CORN FLAKES, Muesli, DRIED FRUIT AND NU | ashew Nut Kernel Grade WWV180, Cashew Nut Kernel Grade WS | Dried Mango, Dried Pineapple, Dried Oranges, Crispy Sweet Com Kernel , | SALAD TOPPER , OVERNIGHT OATS | ""","Nuts, grains, cereals, dehydrated fruits and ready to eat",1,9114,SALAD TOPPER ORIGINAL,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765323813.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2749,20250312011438
2750,"PICHAI FISH SAUCE CO.,LTD.",,Imports Food,E4-P21-15,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","Every menu can be produced from the components of your home, whether it be boiling, mashing, or frying. All you have to do is add a drop of fish sauce. Real Fish Sauce 100%","""FISH SAUCE OYSTER BRAND | FISH SAUCE TAVEEROS BRAND | SEAFOOD DIPPING SAUCE OYSTER BRAND | FERMENTED FISH SAUCE OYSTER BRAND | FERMENTED FISH SAUCE TAVEEROS""",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173765404098.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2750,20250313022029
2751,Trade and Investment Queensland,,National Pavilion,E3-C15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Australian Embassy Australian Trade and Investment Commission,"https://www.tiq.qld.gov.au/ | Trade and Investment Queensland (TIQ) is the Queensland Government’s dedicated global business agency with representation in 16 countries, across 21 locations, with 12 Trade and Investment Commissioners covering seven regions around the world. TIQ helps Queensland companies access international markets and facilitates foreign investments in the state. We connect Queensland to the world and the world to Queensland – driving business opportunities. Trade and Investment Queensland works hand-in-hand with Queensland Treasury and the Department of State Development, Infrastructure, Local Government and Planning on investment and industry development projects.","Symbio products, Wine, Protain, plant based products, Fresh produce, Coffee, Tea products, Lightly dried herb, etc, | | With three distinct climate zones, Queensland is a ‘one-stop-shop’ for an incredible variety of foods that reflect our tropical heritage and love of the great Australian outdoor lifestyle.",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173856139882.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2751,20250309011259
2754,Nuttelex Food Products Pty Ltd,,National Pavilion,E3-C15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Australian Embassy Australian Trade and Investment Commission,"www.nuttelex.com.au | Our proudly Australian, family-owned company has been championing plant-based foods since 1932. For almost a century, generations of Australians have grown up trusting Nuttelex to be full of great taste, and great for you. Our dedication to quality and simplicity is what sets us apart. We focus on what truly matters: wholesome ingredients and nothing unnecessary. | This commitment to purity and excellence has allowed us to lead the way in plant-based foods, making a meaningful difference in the lives of our customers. Today, Nuttelex products are not only a staple across Australia but are also enjoyed in countries around the world, including New Zealand, Japan, Malaysia, Singapore, Hong Kong, Thailand, Indonesia, the Philippines, and the UAE.","Famous for our iconic table spread, we now also offer Plant-based Milks and Stocks – crafted with the same dedication to health and quality. We’re committed to moving plant-based foods forward, creating wholesome, carefully made products for everyone. | Nuttelex proudly stands as Australia’s No. 1 retail spread, consistently recognized with awards as the nation’s favourite. Our dedication to health and quality means our product range carries an array of certifications – Vegan, Vegetarian, Halal, and RSPO, made from GMO-free, pure-plant oils. | We haven’t stopped at spreads—years of research have driven us to expand into Plant-based Milks and Stocks, all produced in a state-of-the-art facility in Australia. Using a gentle infusion process, we deliver a smooth, premium taste, and our Barista range milks, crafted by baristas for baristas, set a new standard for plant-based beverages.",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173856110093.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2754,20250314131016
2756,Beaufort River Meats,,National Pavilion,E3-C15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Australian Embassy Australian Trade and Investment Commission,"www.beaufortrivermeats.com.au | Beaufort River Meats (BRM) is a Tier 2 meat processing facility based in Western Australia’s Great Southern, one of Australia’s largest sheep producing areas. | All Livestock processed at Beaufort River Meats are Halal Accredited to maximise international marketing opportunities. The abattoir has a capacity of 2500 heads per day comprising of sheep, lamb and goat for export, under the daily supervision of Australia Government veterinarians. AMP network of livestock buyers purchase quality Western Australian lamb, sheep and goat for Beaufort River Meats, providing a total purchasing solution and certainty of supply. The company also has purpose-built feedlots to efficiently feedlot sheep and lamb to achieve targeted processing weights and quality standards. Beaufort River Meats is located 20 kilometres from Kojonup, in Western Australia and provides employment for approximately 110 people.","BRM has the capability to process chilled or frozen carcases, six-way cuts, primal cuts such as shoulders, racks, loins, legs and selected offal, to AUS-MEAT standards supplied to a range of markets throughout the world. BRM can also offer a variety of packing choices from Bulk Packed, Individual Wrap, Vacuum Packed, and logistic options via air and sea freight. | | AMP is licensed by the Australian Government to export Australian meat around the world, in addition to product supplied from Beaufort River Meats, AMP also sources meat and offal from other Australia registered export processors, to deliver a diversified range of quality meat produced to AUS-MEAT Standards. The company offers competitive pricing, a fast response to enquiries and specialises in the accurate and timely dispatch of export documentation and certification.",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173856155855.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2756,20250307001533
2757,Beaufort River Meats,,National Pavilion,E3-C15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Australian Embassy Australian Trade and Investment Commission,"www.beaufortrivermeats.com.au | Beaufort River Meats (BRM) is a Tier 2 meat processing facility based in Western Australia’s Great Southern, one of Australia’s largest sheep producing areas. | All Livestock processed at Beaufort River Meats are Halal Accredited to maximise international marketing opportunities. The abattoir has a capacity of 2500 heads per day comprising of sheep, lamb and goat for export, under the daily supervision of Australia Government veterinarians. AMP network of livestock buyers purchase quality Western Australian lamb, sheep and goat for Beaufort River Meats, providing a total purchasing solution and certainty of supply. The company also has purpose-built feedlots to efficiently feedlot sheep and lamb to achieve targeted processing weights and quality standards. Beaufort River Meats is located 20 kilometres from Kojonup, in Western Australia and provides employment for approximately 110 people.","BRM has the capability to process chilled or frozen carcases, six-way cuts, primal cuts such as shoulders, racks, loins, legs and selected offal, to AUS-MEAT standards supplied to a range of markets throughout the world. BRM can also offer a variety of packing choices from Bulk Packed, Individual Wrap, Vacuum Packed, and logistic options via air and sea freight. | | AMP is licensed by the Australian Government to export Australian meat around the world, in addition to product supplied from Beaufort River Meats, AMP also sources meat and offal from other Australia registered export processors, to deliver a diversified range of quality meat produced to AUS-MEAT Standards. The company offers competitive pricing, a fast response to enquiries and specialises in the accurate and timely dispatch of export documentation and certification.",0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2757,20250306073824
2759,Terra LLC,,National Pavilion,E2-S27,Overseas exhibitors | Exportable,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2759,20250317191851
2760,UkrOliya,,National Pavilion,E2-S27,Overseas exhibitors | Exportable,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2760,20250309004453
2762,TikPack,,National Pavilion,E2-S27,Overseas exhibitors | Exportable,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2762,20250309020216
2763,snEco - unique natural crunchy cheese snacks and pet food,,National Pavilion,E2-S27,Overseas exhibitors | Exportable,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2763,20250308123706
2764,Ukrainian HORECA Cluster,,National Pavilion,E2-S27,Overseas exhibitors | Exportable,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2764,20250309004324
2766,Maui County,,Imports Food,E6-C15,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Of Hawaii Government,,,5,11166 | 11171 | 11168 | 11170 | 11165,"Galleon Chocolate | Generations Kona Coffee | Maui Epicure, Maui Fruit Jewels | Maui Wine | Sparky's Food Company",,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2766,20250307210255
2767,County Of Hawaii,,Imports Food,E6-C15,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Of Hawaii Government,,,5,11172 | 11176 | 11173 | 11175 | 11174,Aloha Star 100% Kona Coffee Farm | Gourmet Barn | Hawaii Ulu Cooperative | Kuleana Rum | Sweet Bean Vanillary,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2767,20250306223022
2768,Honolulu Beerworks,,Imports Food,E6-C15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Of Hawaii Government,We have our core style beer sampling at the booth.,"Honolulu Beerworks (HBW) is an Oahu’s first locally-owned craft brewery specializing in artisanal quality beers. Available cans, kegs and also retail items such as T-shirts, Beer glasses, hat and stickers etc.",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2768.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2768,20250317124855
2770,"BONJUNG CHOCOLATE CO., LTD",,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,"korea dessert, korea chocolate, K-food, K-dessert, Korea choco ball, premium chocolate, Made in Korea, healthy chocolate, zero sugar chocolate, nuts chocolate, immunity chocolate, luxury dessert,wellness-oriented chocolate","sweet energy mountain ginseng chocolate, bonjung ginseng chocolate, bonjung red ginseng chocolate, bonjung memory chocolate, chocolate ball, stick chocolate, heart chocolate, salt chocolate, pouch chocolate, korea chocolate",5,9829 | 9832 | 9809 | 10321 | 10332,Bonjung ginseng chocolate(Korea chocolate) | bonjung memory chocolate(Korea chocolate) | Bonjung red ginseng chocolate(korea chocolate) | Healthy Nuts Choco Balls (Pouch Type) | sweet energy mountain bonjung chocolate zero(Korea chocolate),https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2770.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2770,20250306060257
2771,"Dr.CHUNG'S FOOD Co., Ltd.",https://www.vegemil.co.kr/,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,"Dr.Chung's Food is a soy milk company with Korea's No. 1 soy milk brand. In our booth, you can experience original soy milk, high-protein black bean soy milk, apple mango soy milk, Korean spicy pepper paste soybean soup, tteokbokki product using this Korean spicy pepper paste soybean soup, and gochujang pasta. We also plan to introduce our new health snack, chickpea rice snack, through this fair, so please pay a lot of attention!","Vegemil Plain A, Sweet Vegemil B, Black Bean Soymilk with protein, Vegetable stock for hot soup dish, Soy soup, Blackbean Soy Soup, Apple Mango Soymilk",5,11541 | 11536 | 11543 | 11532 | 11529,Apple Mango Soymilk | Black Bean Soymilk with protein | Soy soup | Sweet Vegemil B | Vegemil Plain A,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2771.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2771,20250311234424
2774,AÇAÍ AMAZONAS,https://www.acaiamazonas.com.br,National Pavilion,E4-C06-18-basic,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ApexBrasil,"Açaí Amazonas is a company with over 20 years of experience in the market, specializing in the production of high-quality açaí. With its own farms covering 1,400 hectares in the Amazon, it is a pioneer in irrigated açaí farming, ensuring excellence and full traceability from cultivation to delivery. | | The company follows stringent food safety standards and is certified by international bodies such as FSSC 22000, Organic IBD, FDA, Kosher, and Halal, ensuring product quality and safety for global markets. All processes are designed with a focus on sustainability and the use of natural ingredients to guarantee healthy products with high nutritional value. | | With the capacity to handle large volumes, Açaí Amazonas provides everything from frozen pulp to ready-to-consume sorbet, with a strong commitment to quality and innovation. The company continues to expand its global presence, offering its customers a unique and reliable experience.","ACAI POWDER 100 % PURE - RAW MATERIAL, ACAI PULP, ACAI SORBET ORIGINAL, ACAI SORBET WITH GRANOLA, POPSCILE",2,11604 | 11466,ACAI PULP PURE ORGANIC | PÓ DE ACAÍ ORGÂNICO 100% PURO,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2774.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2774,20250317193244
