no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
9747,LUNARIA CIVITAS PECORINO IGT TERRE D'ABRUZZO,yes,1727,BIO CANTINA ORSOGNA,https://www.biocantinaorsogna.it/,National Pavilion,E1-A24-180,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,Still wines - red | Still wines - rose | Still wines - white | Sparkling wines | Organic wines | Vegan wines,,,,"LUNARIA CIVITAS PECORINO IGP TERRE D'ABRUZZO, PATCH WINE MONTEPULCIANO D'ABRUZZO DOP, VOLA VOLE' CERASUOLO D'ABRUZZO DOP, LUNARIA ANCESTRALE SPUMANTE MALVASIA ORANGE, BABALU' PRIMITIVO IGP TERRE DI CHIETI, LUNAGAIA NERO D'AVOLA SICILIA DOP",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9747
9764,Bird's Nest with Rock Sugar,no,2571,MBN ENTERPRISE SDN BHD,https://www.mymbn.com.my/,National Pavilion,E5-Z17-8,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Malaysia External Trade Development Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9764
9766,Shōga Marushibori Wakayama GingerAle,no,846,WAKAYAMA Japan Agricultural Cooperatives,,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9766
9767,Ume Hitoshizuku Wakayama GingerAle,yes,846,WAKAYAMA Japan Agricultural Cooperatives,,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,Carbonated Soft Drinks,,"This is the second product in the Wakayama Ginger Ale series. With the desire to create a product that is more representative of Wakayama, we added Wakayama-grown Nankou plum juice to our existing ginger ale made from whole-squeezed ginger from Wakayama City. Because it is whole-squeezed, this ginger ale retains the pungent flavor and smooth taste that is unique to ginger, while also allowing you to feel the aroma and flavor of the plum. You can drink it chilled, of course, or as hot ginger in the winter. We also recommend using it as a mixer with alcohol, taking advantage of the flavors of ginger and plum.",,"Shouga Marushibori Wakayama GingerAle,Ume Hitosizuku Wakayama GingerAle,Jabara Shimitooru Wakayama GingerAle.Momo Honoka Wakayama GingerAle",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173932673342.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9767
9768,Shanlin Creek Jinxuan Oolong Fragrant Tea Gift Box,no,2191,Nantou government,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9768
9770,Jabara Shimitoru Wakayama GingerAle,yes,846,WAKAYAMA Japan Agricultural Cooperatives,,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,Carbonated Soft Drinks,,"This is the third product in the Wakayama Ginger Ale series. With the desire to create a more health-conscious product, we added Wakayama-grown Jabara juice to our existing ginger ale made from whole-squeezed ginger from Wakayama City. Jabara is a type of citrus native to Kitayama Village, Wakayama Prefecture, and contains anti-allergic ingredients that are expected to suppress allergic symptoms such as hay fever. You can enjoy the tangy throat feel of ginger as it is, as well as the refreshing acidity and aroma of Jabara. Because the ginger is whole-squeezed, it has the effect of warming the body when you drink it, and the addition of Jabara juice makes it an even more health-conscious product. You can drink it chilled, of course, or as hot ginger in the winter. We also recommend using the flavors of ginger and Jabara as a mixer for alcoholic beverages.",,"Shouga Marushibori Wakayama GingerAle,Ume Hitosizuku Wakayama GingerAle,Jabara Shimitooru Wakayama GingerAle.Momo Honoka Wakayama GingerAle",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173932851323.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9770
9771,Momo Honoka Wakayama GingerAle,no,846,WAKAYAMA Japan Agricultural Cooperatives,,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9771
9772,Mildness,no,2191,Nantou government,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9772
9773,92 Boutique Coffee Gift Box,no,2191,Nantou government,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9773
9774,Rose Talk Gift Box (Passion Fruit Vinegar + Rose Vinegar),no,2191,Nantou government,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9774
9776,Polyflora honey,no,2729,"YANTAI SWEET YARD BEE PRODUCT CO.,LTD.",http://www.sweetyard.cn,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9776
9777,Plum Gift box,no,2191,Nantou government,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9777
9785,Sakura shrimp,no,2052,TZUKUAN FISHERMEN'S ASSOCIATION,,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9785
9790,International Freight Forwarding,no,377,DHL Global Forwarding Japan,https://www.dhl.com/jp-ja/home.html,Imports Food,E6-Z24,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9790
9794,Acacia Honey,no,2729,"YANTAI SWEET YARD BEE PRODUCT CO.,LTD.",http://www.sweetyard.cn,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9794
9801,Packaging bag for frozen food,yes,2721,"YanTai MeiFeng Plastic Products Co., Ltd.",https://www.mfirstpack.com,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,Packaging,"– Frozen berries, mango, pineapple, cherries, etc. | - Frozen peas, spinach, broccoli, corn, mixed vegetables, etc. | - Frozen chicken, beef, pork, lamb, etc. | - Frozen shrimp, salmon, cod, squid, etc. | – Frozen cheese, butter, ice cream, etc. | – Frozen edamame, black beans, chickpeas, etc. | – Frozen pizza, lasagna, dumplings, fried rice, etc. | – Frozen bread, croissants, waffles, etc. | – Frozen cakes, pies, mochi, etc. | -– Frozen French fries, nuggets, spring rolls, etc.","Frozen food packaging has several key characteristics to ensure product quality, safety, and convenience. Here are some main features: | | Moisture Resistance – Prevents ice buildup and freezer burn. | Durability – Strong enough to withstand freezing temperatures without cracking or breaking. | Airtight Sealing – Maintains freshness by preventing air exposure. | Temperature Resistance – Designed to endure extreme cold without becoming brittle. | Barrier Protection – Shields against light, oxygen, and contaminants. | Portability & Convenience – Easy-to-store and resealable options for consumer use. | Tamper-Evident Seals – Ensures product integrity and safety. | Clear Labeling – Displays nutritional information, storage instructions, and expiration date. | Eco-Friendly Options – Increasing use of recyclable and biodegradable materials.",ISO9001 | BRC,"Mainly produce: Plastic packaging for food, Frozen food packaging, Vaccum bag, Steamable Bag, Boiling Bag, High Barrier Bag",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9801.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9801
9808,Jujube honey,no,2729,"YANTAI SWEET YARD BEE PRODUCT CO.,LTD.",http://www.sweetyard.cn,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9808
9809,Bonjung red ginseng chocolate(korea chocolate),yes,2770,"BONJUNG CHOCOLATE CO., LTD",,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Cakes / Dessert | Health & Wellness Products | Packaging | Sanitary,"retailers, suppliers, importers, korea chocolate, luxury chocolate,Middle-aged and older people who value health,Middle-Aged & Senior Consumers (40–60s), Young people who prefer foreign premium foods, Premium chocolate consumers, Japan-based Korea enthusiasts, Can be used as a gift for special customers at department stores/hotels/golf courses, A premium chocolate gift for parents, bosses, and VIP clients.","Premium Ingredients & Unique Flavor | ✅ Made with Belgian dark chocolate and Korean red ginseng, offering a luxurious and health-conscious treat. | ✅ Deep cacao richness blends with red ginseng’s natural bitterness for a sophisticated taste experience. | | Health Benefits & Functional Chocolate | ✅ Boosts immunity & relieves fatigue, perfect for health-conscious consumers. | ✅ Rich in antioxidants & stress-relief properties, ideal for professionals and students. | | Elegant Packaging & Ideal Gift Choice | ✅ Individually wrapped (8 pieces) in a premium box, making it convenient and luxurious. | ✅ Matches Japan’s gift culture (Valentine’s Day, White Day, corporate gifts). | | Unique Market Positioning | ✅ A premium, functional alternative to regular chocolates, targeting the wellness food market. | ✅ Highlights Korean red ginseng, making it appealing as an authentic K-food. | | Versatile & Convenient for Any Occasion | ✅ A portable, portion-controlled snack for work, study, post-exercise, or travel. | ✅ Appeals to health-conscious adults, chocolate enthusiasts, and younger wellness consumers.",Other HACCP,"sweet energy mountain ginseng chocolate, bonjung ginseng chocolate, bonjung red ginseng chocolate, bonjung memory chocolate, chocolate ball, stick chocolate, heart chocolate, salt chocolate, pouch chocolate, korea chocolate",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9809.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9809
9812,green cabbage,no,2883,"XINGHUA KANGYING FOODS CO.,LTD.",https://www.kangying.net.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9812
9813,QUEENAM BRAND _ CHOCOLATE COATED ALMOND - CASHEW NUT - MACADAMIA NUT _ 12 FLAVORS OF CHOCOLATE,no,3079,TAN NHAT HUONG CO. LTD,https://fancyfoods.vn/ ; https://queenam.vn/,National Pavilion,E4-C03-12,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : VIETNAM TRADE PROMOTION CENTRE FOR AGRICULTURE,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9813
9815,Frozen Seaweed Food(Dongoh-Food),no,1099,Gyeongsangnam-do,,Imports Food,E5-DD20,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9815
9816,Pure Honey,no,3039,Kejriwal Bee Care India Pvt Ltd,https://kejriwalhoney.com/,Imports Food,E7-J03-3,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Japan India Industry Promotion Association & Spices Board India, Ministry of Commerce & Industry, Govt. of India",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9816
9829,Bonjung ginseng chocolate(Korea chocolate),yes,2770,"BONJUNG CHOCOLATE CO., LTD",,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Cakes / Dessert | Health & Wellness Products | Packaging | Sanitary,"✅ 1. Functional & Wellness Food Market | Consumers looking for health-conscious snacks that boost immunity and relieve fatigue. | | ✅ 2. Premium Chocolate Market | *Chocolate connoisseurs and luxury chocolate enthusiasts. | *High-end gift market (ideal for department stores, hotels, and golf clubs). | | ✅ 3. Middle-aged & Senior Health Market (Ages 40-60+) | *Consumers focused on immune support & overall wellness. | | ✅ 4. Diet & Wellness Chocolate Market | *Health-conscious consumers who prefer functional chocolates. | | ✅ 5. Global K-Food & Traditional Health Food Market | *International consumers interested in Korean traditional health foods & K-Food. | | ✅ 6. B2B Market – Retailers, Importers, Health Food Distributors | *Retailers & distributors specializing in health and wellness chocolates. | *Buyers targeting premium markets such as department stores, duty-free shops, and specialty stores. | | ✅ 7. Tourism & Gift Market | *A luxury health gift for international tourists visiting Korea. | *A high-end souvenir & duty-free shop item blending tradition with modern indulgence.","✅ 1. Premium Korean Ginseng Ingredients | *Contains Korean ginseng powder & ginseng preserves, known for immune support and fatigue recovery. | *A functional chocolate that blends tradition with modern wellness. | | ✅ 2. High-Quality Belgian Chocolate | *Made with premium Belgian milk & dark chocolate, offering a rich and smooth taste. | *A well-balanced fusion of ginseng and high-end chocolate flavors. | | ✅ 3. Preservative-Free & Healthy Chocolate | *No preservatives, no additives, making it a safe wellness chocolate. | | ✅ 4. Elegant Packaging & Practical Composition | *8-piece premium boxed packaging, perfect for gifting. | *Ideal for luxury gift markets, department stores, duty-free shops, and VIP customer gifts. | | ✅ 5. Wide Consumer Appeal | *Middle-aged & senior consumers (ages 40-60+) who prioritize health. | *Younger wellness-focused consumers looking for premium health snacks. | | ✅ 6. Global Trend & K-Food Popularity | *Targets international consumers seeking K-Food & Korean health products. | *A luxury health gift for foreign tourists.",US-HACCP,"sweet energy mountain ginseng chocolate, bonjung ginseng chocolate, bonjung red ginseng chocolate, bonjung memory chocolate, chocolate ball, stick chocolate, heart chocolate, salt chocolate, pouch chocolate, korea chocolate",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9829.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9829
9832,bonjung memory chocolate(Korea chocolate),no,2770,"BONJUNG CHOCOLATE CO., LTD",,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9832
9833,Natural Ha Noi Beef Pho Spice - ナチュラルハノイビーフフォースパイス,no,3065,DH FOODS JSC,https://dhfoods.com.vn/,National Pavilion,E4-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : VIETNAM TRADE PROMOTION CENTRE FOR AGRICULTURE,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9833
9836,COUVERTURE CHOCOLATE,yes,3079,TAN NHAT HUONG CO. LTD,https://fancyfoods.vn/ ; https://queenam.vn/,National Pavilion,E4-C03-12,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : VIETNAM TRADE PROMOTION CENTRE FOR AGRICULTURE,Baked Goods,,,ISO22000 | Other HACCP | HALAL | Non-GMO Certification,"We are Nhat Huong group, established and continuously developed with three member companies: Mi Viet, Tan Nhat Huong, and Fancy Foods with 3 factories in different business scopes. | | And among them, established in 2019, Fancy Foods at the beginning specializes in manufacturing and supplying chocolate semi - final products such as compound chocolate, chocolate chips (to make cookies), chocolate shavings, crispy ball coated chocolate (for cake decoration), couverture (58%, 65%, 75% of cocoa). Especially Dragées Chocolate under Queenam Brand. | Our products have been exported to Korea, Thailand, China, and other countries.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9836.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9836
9845,Dr Scritch Frutti Scroops 375gr,no,3095,SCRITCH & CO,,National Pavilion,E1-U12-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Wallonia Export Investment Agency, Belgium",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9845
9847,Dry Gin with Jambu Flower and Tradicional Gin Brazil Nut,yes,2802,UP4MARKET,https://www.up4market.com/empresas,National Pavilion,E4-C06-4-Shared,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ApexBrasil,Spirits,"Founded in October 2021 in Belém do Pará, AMZ Tropical was born with the mission of bottling the essence of the Amazon in exclusive alcoholic beverages. Our passion for the authentic flavors of northern Brazil led us to create gins that bring the forest to every toast. The sensation of jambu in our gin brings a slight numbness, creating an intriguing taste shock and providing an unforgettable sensory experience. The 1-liter AMZ Tropical Gin, with the smooth touch of Brazil nut, offers a velvety flavor, providing a rich and unique experience, perfect for special moments.","The AMZ Tropical Gin stands out for its unique Amazonian ingredients, including jambu for a tingling sensation and Brazil nut for a velvety flavor. It offers an exclusive sensory experience, perfect for premium cocktails and gourmet mixology. Ideal for bars, restaurants, liquor stores, supermarkets, and spirits enthusiasts seeking authentic flavors from the Amazon.",,"Products on Display: | | Açaí | Seasonings, Jellies, and Pepper Sauces | Coffee | Brazilian Spirits (Cachaça and Beer) | Healthy Snacks",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9847.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9847
